order_placement_date,requested_delivery_date,order_delivery_date,order_quantity,quantity_unit,product_name,material_id,country,origin_region,warehouse_names,company_id,order_id
2018-10-23,2018-10-23,2018-10-24,1493.391,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COKK08840,bhj31qh0vsqaq2n5yukc
2018-06-21,2018-06-25,2018-06-25,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COZP79325,b6v6d1sgubjv9nfx99se
2019-03-15,2019-03-22,2019-03-22,400.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COYG69352,yqfkikam1klod85yrslr
2017-06-02,2017-06-08,2017-06-08,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COBE05528,9t3lu50eb8d2ahl75o7w
2020-10-19,2020-10-21,2020-10-21,223.72,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLW71171,gualmui1jzgycen05zrl
2020-03-24,2020-03-27,2020-03-26,3300.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,CODA67049,bzbjhzaxv6qy7za2j0o9
2021-03-31,2021-04-26,2021-04-26,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COHX65636,055x8noh4tv4p53ajfm9
2019-06-11,2019-06-18,2019-06-18,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COYL65177,5jew52xlmjiubvdeis9o
2018-10-29,2018-11-06,2018-11-06,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COYL65177,cxj6abnygia10p32hgq7
2019-01-30,2019-02-01,2019-02-01,0.1,MT,Sugar,E131096,United Kingdom,EU,Bristol,COST01376,idqqchqks38krwmdbtyk
2017-01-13,2017-01-30,2017-01-30,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COIF13692,0miwlfj4zdnrk4jxfo1c
2019-07-03,2019-07-18,2019-07-18,100.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COBV57042,dhi6pbdqe9bdzhi35srf
2020-10-12,2020-10-15,2020-10-15,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COKA95891,6sc2sbh68qpa2d1gu2d2
2021-06-17,2021-09-07,2021-09-07,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COGH35635,crpqeqvzl723mhr9quwa
2019-03-12,2019-03-19,2019-03-19,1.0,MT,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COVP73844,ktmgpd9yh7t4u2yfcec8
2018-05-02,2018-05-07,2018-05-07,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COLH38094,dkgb8pwrepb15avilivi
2017-01-10,2017-01-20,2017-01-20,150000.0,G,Sugar,E131096,United Kingdom,EU,Bristol,CODQ55712,7kx3n5h4reaqe6bpb2dk
2020-09-07,2020-09-09,2020-09-09,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COLB25278,ve7vjzaor7dg3jzpaijm
2020-03-24,2020-03-26,2020-03-26,87.42,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COUP40764,rhbqgmlht9eyrmbmptpo
2019-10-11,2019-10-18,2019-10-21,4000.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COSX75653,5ew4v8o8wrnknx13c57v
2018-06-26,2018-07-16,2018-07-16,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,CODW72810,5awzsah1s6r9ew89wwd0
2020-06-22,2020-08-06,2020-08-06,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COGG22539,950bho3xzrzkyvmyjs9e
2018-09-12,2018-09-18,2018-09-18,940.0,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COEV09502,d4ayde8bhk0iz22fd244
2018-06-14,2018-06-18,2018-06-18,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COES53041,pi75vvcudahap5izkggd
2020-06-02,2020-06-17,2020-06-17,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COEN59282,ly2rkj2lbtt3rwgo95dn
2021-09-14,2021-09-21,2021-09-21,1000000.0,G,Citric Acid,E235421,United Kingdom,EU,Swansea,COPB70722,yb7in3o3ug6s53q5hoh8
2020-03-04,2020-03-16,2020-03-16,150.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXP69073,zjg8cn7qa2tbyy2702hh
2018-11-06,2018-11-08,2018-11-08,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COIO40677,nnq81uy9kftqee4j62pt
2022-07-22,2022-08-31,2022-08-31,2000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COOW07100,uml6t44f43ki7gc7bfmo
2022-06-15,2022-07-04,2022-07-04,0.135,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COQK38025,16chd2oiqs60qeyasr3o
2020-02-13,2020-02-20,2020-02-20,200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COGH35635,cvete0628d3b920mqads
2020-07-27,2020-08-05,2020-08-05,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXJ45718,8f6qt7t6515y4wqqrdu9
2020-08-05,2020-08-26,2020-08-29,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COWP36425,yfr1gz6fv7oiy2thxc0v
2018-12-05,2018-12-07,2018-12-07,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CODQ95592,8t780lsn6mhlajgg6ldl
2017-01-24,2017-01-30,2017-01-30,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COLH38094,v3ni24vu650wxhkg2vke
2017-05-11,2017-05-15,2017-05-15,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CONJ11668,vri0a9xtze6vw48hlx98
2019-02-07,2019-02-14,2019-02-14,100000.0,G,Sugar,E131096,United Kingdom,EU,Bristol,COBE72816,6tc5lolbguw84rwx9nyy
2019-11-28,2019-12-05,2019-12-05,4.0,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COSX75653,fevb51we2oj64bnv3654
2020-09-11,2020-09-29,2020-09-29,600.0,KG,Gelatin,E164938,France,APAC,Villebon sur Yvette,CORW37630,35zl6twxy5frkxr8ogbr
2020-10-08,2021-04-09,2021-04-09,1000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COZI72220,qwg9s6rjtakst1fjdbhy
2019-07-26,2019-08-02,2019-08-02,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,im0t0ua6p9wxqprzqqgi
2020-12-01,2020-12-03,2020-12-03,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,5e6q3y35byll6b4g5js8
2019-09-27,2019-11-22,2019-11-22,1.0,MT,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COPN12688,15lp0g8gc2exptxhjfrp
2022-08-03,2022-08-05,2022-08-05,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COSJ88793,0yngnl0f43iqqc9idmrw
2017-11-27,2017-11-30,2017-11-30,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXG30181,icrp3zfpn1bbmfjpew4s
2017-11-28,2017-12-06,2017-12-06,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COUK78518,a80k5v5dljgs7fr390fu
2019-08-02,2019-08-06,2019-08-06,2190.6,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COLN23384,679j6hdbktvp3wzmranl
2022-11-21,2023-05-05,2023-05-05,10000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COAO94763,ost218az9oki1tc42out
2021-02-17,2021-03-10,2021-03-10,2.0,MT,Citric Acid,E235421,The Netherlands,EU,Enschede,COPI60780,m79gwpopsjvyf9pb7woh
2020-04-06,2020-05-05,2020-05-05,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COGO69855,qd3ynltedjr8st5wph9c
2019-04-15,2019-04-18,2019-04-18,0.3,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,CODQ55712,cwbksscdkjalyurj6sea
2021-05-11,2021-05-25,2021-05-25,13.63,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COHM73340,cqafkgpbp5jytmn0zh1j
2018-07-03,2018-08-14,2018-08-16,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COZC85399,hfvluxq4qjeodnuh67k9
2021-03-10,2021-03-25,2021-03-25,4000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COCK41327,l8d2aay4r5n8rbe8qg4n
2019-09-27,2019-10-02,2019-10-04,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COUW64179,bwp8cskmr1abk50rnn3x
2022-04-08,2022-04-13,2022-04-13,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COQZ46616,zh6y82lujw0h5hj72ho8
2020-09-11,2020-09-15,2020-09-15,125.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COYG69352,9yynmznr2q4v65fm6lex
2021-03-15,2021-03-19,2021-03-19,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COKM67828,kwdpj3lpbw749setw7t1
2018-11-19,2018-11-23,2018-11-23,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COJO26899,25t24rdabzwyh0aprskw
2022-11-15,2022-12-13,2022-12-13,2745.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COLN23384,chj8x7npo213umj47e3h
2020-07-17,2020-07-29,2020-07-29,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COOG55701,29mc9flib7tudjiou2h3
2020-06-15,2020-07-22,2020-07-22,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COZD36000,gc6c695xu6pp7srb9kqz
2020-12-15,2020-12-22,2020-12-22,335.58,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COZK41556,v5aosbfgfbtopqrbew2t
2021-05-27,2021-06-02,2021-06-02,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COGE06621,ly1qgouraird9i9k4cd0
2017-01-31,2017-02-03,2017-02-03,100.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COBE72816,txfgv9pf3nrnlb6s7s1n
2019-10-04,2019-10-08,2019-10-08,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COJO26899,u7uhtfvkygtvwwuvk9ae
2017-07-14,2017-07-20,2017-07-20,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHV48906,0qf1klgp9jqlldiv4syd
2018-10-22,2018-10-25,2018-10-25,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COHS41191,u5ir2t3l7fx4e5b0nkme
2021-09-30,2021-10-06,2021-10-06,5000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COED41878,0an5sdh22vgtg3zlwhig
2022-10-10,2022-10-21,2022-10-21,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,CODU60144,govixjwsx5e03yp9qz7n
2021-07-06,2021-07-09,2021-07-09,4700.0,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORF15305,sq24l7hws13u87m8htfz
2018-09-21,2018-09-26,2018-09-26,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COWP95421,b49az3oc2yuadusap51m
2021-06-28,2021-08-04,2021-08-04,4200.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COCH35858,zj9zmg9lymxxfkal90kt
2022-11-08,2022-11-10,2022-11-10,0.3,MT,Sugar,E131096,United Kingdom,EU,Swansea,COOK78504,gxrifgjudw2c4bqbj3ip
2021-11-03,2021-11-26,2021-11-26,24000.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COKW66966,lm2zxl7ko6u6z1nw5ilw
2019-08-30,2019-09-10,2019-09-10,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COHO34994,hni92sbhj81hvs96cn0p
2020-02-17,2020-02-20,2020-02-20,1.0,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COPB70722,id8vpspjp8wz1oystdhy
2019-04-02,2019-04-05,2019-04-08,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COZD36000,izd3nmj3yh2auvlt3h4o
2017-03-27,2017-03-29,2017-03-29,116.56,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CODD27883,d2nd6mlhbcv9jmjo8es0
2022-03-22,2022-08-08,2022-08-08,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,zfnmffu4rcf7wn7lt01o
2022-07-26,2022-09-01,2022-09-01,600.0,KG,Gelatin,E164938,France,APAC,Villebon sur Yvette,COOJ27735,1vyohyvmtt71elo2aydv
2021-11-16,2021-11-30,2021-11-30,200.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COXD53161,swu0ngu5yu9i4eh2pbpf
2020-05-19,2020-06-24,2020-06-24,0.2,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COCH74792,iro1zg8gw6lkiqj02guq
2021-03-10,2021-03-16,2021-03-16,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,t6vejgvyjed33daiam14
2019-12-10,2020-03-04,2020-03-04,12.4,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COMJ86490,il5a1eywqq62s70fpyg6
2020-10-15,2020-10-20,2020-10-20,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,38yim93abugoq5r4fv1n
2019-02-18,2019-03-20,2019-03-20,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZD36000,25met0i9v94wurn6ph1t
2018-11-06,2018-11-20,2018-11-20,7975.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,CODH57973,o6vp2wm8cfht4p7wjxfb
2018-12-06,2019-01-15,2019-01-15,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COKM85741,15z000e4x9jac9lo8mv9
2020-09-09,2020-09-30,2020-09-30,10000000.0,G,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COCH91502,qapgg7r9ann48ck0pljh
2018-04-20,2018-04-30,2018-04-30,2000.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COZD36000,1frx9zxofq23esykh85s
2020-01-16,2020-01-27,2020-01-27,10.0,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COCT60468,cx8oz8xpph4umiqpig4e
2019-06-21,2019-06-27,2019-06-27,150.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COKL04503,l6d61jc806sbov0jr9ok
2019-02-04,2019-02-06,2019-02-06,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Enschede,COHV48906,at9hcg2b7qv4rxr61m0b
2020-10-20,2020-10-28,2020-10-28,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COQE31833,pdoovw1cf12pzt7z4rpk
2019-05-17,2019-05-21,2019-05-21,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COIZ63076,j6spie0z8igqki3qblrh
2017-01-20,2017-01-26,2017-01-26,0.2,MT,Sugar,E131096,United Kingdom,EU,Bristol,COIT68077,o0f9zox9kvl1c5nd3frb
2017-02-07,2017-02-09,2017-02-09,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZD36000,5180w1yw6qkixq0y9oun
2022-10-11,2022-11-04,2022-11-04,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COII50222,r8cvwyep61h0a68vjmzf
2019-08-07,2019-08-09,2019-08-09,100.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COSJ87265,k93il7blc2ws2vde8w7j
2020-11-02,2020-11-06,2020-11-06,2000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COJO26928,tspixcd55yibz9k5fgyh
2020-10-12,2020-10-15,2020-10-15,50.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COTC09072,fibx1jfe92o0dyqnl7tu
2017-09-14,2017-09-19,2017-09-20,4000.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COTJ38679,txghaoo4x40z162sr2nx
2022-10-06,2022-10-18,2022-10-18,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COEP08208,yztbivhfgca322pcqoqr
2019-03-25,2019-04-01,2019-04-01,0.1,MT,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COEQ30879,nqykabwffdlh0mwwiper
2020-08-26,2020-09-01,2020-09-01,0.3,MT,Sugar,E131096,United Kingdom,EU,Swansea,COAE11596,ojr19pz6b4cg2r0ni0jp
2021-12-16,2021-12-23,2021-12-23,24.0,MT,Gelatin,E164938,France,APAC,Villebon sur Yvette,COKW66966,uw1yjgz66q8i2ayubdlp
2020-07-08,2020-07-13,2020-07-13,1727.25,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHQ92373,ya3sndrwe3j9s7dtvhqy
2020-03-11,2020-03-25,2020-03-25,1.0,MT,Sugar,E131096,United Kingdom,EU,Swansea,COOJ06899,vqo8ncs0xzcoxyo40j7h
2017-05-04,2017-05-08,2017-05-08,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CORY46361,4ws188kuno2hk3d6oe5g
2018-10-23,2019-01-22,2019-01-22,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COZI72220,1ltxobhbjdmmco5nis65
2019-02-25,2019-07-22,2019-07-22,10000.0,KG,Sugar,E131096,France,EU,Tournan en Brie,COQM96109,ns0td217n713c46zp81s
2018-12-17,2019-01-03,2019-01-03,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,CODS22044,4y5mtm699u8013f4qsfb
2018-07-09,2018-07-20,2018-07-19,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COCH74792,3ojtsp6ddjv66p8cmtoh
2021-08-18,2021-08-25,2021-08-25,40.89,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COUP40764,izp5izw7zq2yujkfaos9
2021-01-18,2021-01-20,2021-01-20,573.4,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHM73340,x2svf3325e0dnnf59jwc
2021-07-05,2021-07-07,2021-07-07,163.56,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COPZ79516,vo770igmlg9w3877hqkl
2018-08-07,2018-08-09,2018-08-09,0.3,MT,Citric Acid,E235421,The Netherlands,EU,Enschede,COSU27339,7qz4hkv4zw60vcr567r2
2017-12-14,2017-12-19,2017-12-19,575750.0,G,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COJO26899,cf2r8xiikyeitriyolx2
2018-05-17,2018-05-28,2018-05-28,100.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COPA76804,dfknljxttq2njnv63y4c
2017-07-20,2017-07-26,2017-07-26,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,CODE03622,kqjc1i9mcxiq4o0l5vka
2021-05-18,2021-06-01,2021-06-01,500.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COZC85399,bidz5mega61e6xcjul46
2021-10-11,2021-11-05,2021-11-05,3000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COOM36510,obiz45utk26yy6rcsqdj
2022-07-01,2022-08-01,2022-08-02,5490000.0,G,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORP96240,qg5bwpi258qgb86aiimy
2018-01-05,2018-01-11,2018-01-11,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COLH38094,wwh5k7gphmwe07m3vm6j
2019-12-19,2020-01-02,2020-01-02,350000.0,G,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COJW68946,59lpbrey926t2e6i1dnh
2021-08-03,2021-08-06,2021-08-06,250.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COAO16448,l2cs7p05yn1lipuxspgk
2020-10-16,2020-10-21,2020-10-21,250.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COXU73551,m998srz3dfuwkg9ltllg
2019-06-03,2019-06-18,2019-06-18,3000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COCK41327,cz4kss2d3pfwugmpdh3q
2021-02-08,2021-02-11,2021-02-11,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COHV48906,ccszzykofd5hodim0xs4
2021-04-07,2021-10-05,2021-12-27,2000.0,KG,Citric Acid,E235421,The Netherlands,EU,Rotterdam,COPN12688,grltud6dlgjvmrue9nwr
2020-03-10,2020-05-05,2020-05-05,12400.0,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COMJ86490,2jft7nu4r823gok20pt5
2021-07-29,2021-08-03,2021-08-03,1000.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COIT68077,inukjiu85msx9eo4snsi
2017-08-29,2017-08-31,2017-08-31,111.86,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,CORY46361,81zzj85g1baacou0oz2g
2019-02-25,2019-03-20,2019-03-20,4500.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COPM10254,d22oc12t4bwk712u222r
2017-11-13,2017-11-16,2017-11-16,1100.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COXG30181,tbg6wgrpireaig7kzzp4
2022-06-09,2022-06-17,2022-06-17,2.0,MT,Sugar,E131096,United Kingdom,EU,Lutterworth,COJQ34559,0ul0q86unxlgmvsgxqdu
2021-11-19,2021-12-09,2021-12-09,571.0814899999999,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,f1h9tvyfe7p04cp5gt0b
2022-02-16,2022-02-21,2022-02-21,0.05,MT,Citric Acid,E235421,United Kingdom,EU,Bristol,COQZ46616,x7rbkkkg327q2xdhdgbc
2019-11-07,2019-11-11,2019-11-11,0.025,MT,Sugar,E131096,United Kingdom,EU,Bristol,COPQ46132,4frj2xb806epodksvqny
2021-11-30,2021-11-30,2021-11-30,93.7,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COKK08840,p4if7m0vic2hcmlcoj7p
2017-05-22,2017-05-24,2017-05-24,58.28,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COTB94620,ghnta6xwf3vol8xc10pv
2019-08-02,2019-09-17,2019-09-17,4500.0,KG,Gelatin,E164938,France,APAC,Sotteville de Rouen,COPM10254,w6kh7crx0owcl8jb2mgm
2017-12-15,2018-01-09,2018-01-10,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COZC85399,chcvlcrlquzyjr76m37y
2017-06-16,2017-06-20,2017-06-20,25.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,CORL29041,08jyhlioiq83ees1y1bw
2017-09-20,2017-09-22,2017-09-22,1727.25,KG,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COHZ46419,6clfk4tqwo10erdk340m
2019-11-14,2019-11-21,2019-11-21,300.0,KG,Citric Acid,E235421,United Kingdom,EU,Bristol,COQO38414,8ti2re5aytfadj46q1nk
2019-07-11,2019-07-19,2019-07-19,1000.0,KG,Gelatin,E164938,France,APAC,Tournan en Brie,COTY61287,ybq6maulremoqw24ucvd
2019-01-07,2019-01-09,2019-01-09,0.57575,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COXS62219,326eezfwrbmvhcnvwgzl
2017-10-13,2017-10-20,2017-10-20,1095.3,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COLN23384,3h9pqrfme5cni7e1jm5j
2021-03-29,2021-04-07,2021-04-07,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COCU11838,b7b6kq35rl321ielndsc
2021-05-28,2021-06-04,2021-06-04,54.52,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COTF23968,oaez0lbrie19494dw3e7
2022-05-25,2022-06-01,2022-06-01,100.0,KG,Sugar,E131096,United Kingdom,EU,Bristol,COOM76543,mtdusl4u56m8amn4ralb
2017-09-12,2017-09-18,2017-09-18,575.75,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORF15305,40egd0xpacc771tl4cba
2022-08-11,2022-09-05,2022-09-05,1000000.0,G,Sugar,E131096,United Kingdom,EU,Bristol,COZF46496,qxmos7rm80w6mmuvzsoe
2017-04-12,2017-04-20,2017-04-20,0.25,MT,Citric Acid,E235421,United Kingdom,EU,Swansea,COFL79117,ho032lb93ap0qhgh5hv9
2021-01-21,2021-01-25,2021-01-25,0.16356,MT,Gelatin,E164938,The Netherlands,APAC,Moerdijk,COPP45736,a8nbg1x2wo8s1xopyxxu
2018-02-13,2018-02-16,2018-02-16,200.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COIT68077,zpwf1wnmq0f8xdymwmb2
2021-02-26,2021-03-10,2021-03-12,1000.0,KG,Citric Acid,E235421,The Netherlands,EU,Moerdijk,COSU27339,kt4d6dm5dtlyau7zklon
2022-10-06,2022-12-19,2022-12-19,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COUT21965,g7hyxyal991o6aonotgv
2020-04-29,2020-05-19,2020-05-19,0.09,MT,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COZK12116,bksszvvrffavnryjajz6
2019-12-20,2020-03-16,2020-03-17,10000.0,KG,Sugar,E131096,France,EU,Sotteville de Rouen,COQM96109,wq5i2jcgo0j9pbwmpqmh
2018-02-06,2018-02-19,2018-02-19,0.1,MT,Sugar,E131096,United Kingdom,EU,Bristol,COND39364,5u8c2itbbuwqbaxrtkmr
2022-08-08,2022-08-23,2022-08-23,3000000.0,G,Citric Acid,E235421,United Kingdom,EU,Bristol,COLK58157,v7hexod0bva707slr1uu
2020-06-29,2020-07-02,2020-07-02,500.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COLH04683,pwlo1yugyiyqyho5132s
2022-05-23,2022-06-15,2022-06-15,1000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COWO10812,nm20j000mkx5rhtap3s6
2017-05-30,2017-06-20,2017-06-20,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COCH91502,w60w5n8jkg0ox7op346w
2022-02-21,2022-03-16,2022-03-16,1000.0,KG,Sugar,E131096,United Kingdom,EU,Swansea,COXU07233,hzr398l1q6ev9yn4xg8d
2021-07-26,2021-07-29,2021-07-29,120.32,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,CORY46361,ky4131vgrpi4aqbrzz0s
2022-09-22,2022-10-20,2022-10-20,24000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COSH93853,3rygp8arcgcjp1bz6zf1
2022-07-13,2022-08-01,2022-08-01,10000.0,KG,Citric Acid,E235421,United Kingdom,EU,Swansea,COSX80157,qj2zikoztpzf9wytq34r
2020-09-07,2020-09-09,2020-09-09,291.4,KG,Gelatin,E164938,The Netherlands,APAC,Rotterdam,COIZ41043,ki4yh0k823pebr9ftwjt
2018-07-24,2018-07-31,2018-07-30,4000.0,KG,Citric Acid,E235421,United Kingdom,EU,Lutterworth,COQE31833,jqe8234dhhzngjrubizi
2020-10-30,2020-11-25,2020-11-25,1.0,MT,Sugar,E131096,United Kingdom,EU,Swansea,COOJ06899,bu9rrcc7a3v541057n4i
2020-09-09,2020-09-29,2020-09-29,200.0,KG,Sugar,E131096,United Kingdom,EU,Lutterworth,COVZ37090,qaq17ykil8ls2qojfsf5
2020-02-21,2020-02-28,2020-02-28,4037.267,KG,Gelatin,E164938,The Netherlands,APAC,Enschede,COSX75653,zb7lgieo64cb9ensmb76
2017-03-17,2017-03-22,2017-03-21,547650.0,G,Gelatin,E164938,The Netherlands,APAC,Enschede,CORQ92002,b1vm3de8xe7ljehqgmtm
